accuracy,loss,val_accuracy,val_loss,learning_rate
0.8751335740089417,0.3560068607330322,0.9187455177307129,0.23092855513095856,9.999999747378752e-06
0.8784289360046387,0.34044766426086426,0.92088383436203,0.22798027098178864,9.999999747378752e-06
0.8809226751327515,0.3266933262348175,0.9240912199020386,0.22473640739917755,9.999999747378752e-06
0.8807445764541626,0.32715731859207153,0.9248039722442627,0.22303050756454468,9.999999747378752e-06
0.8848414421081543,0.31954413652420044,0.9244475960731506,0.2217683047056198,9.999999747378752e-06
0.8836836218833923,0.3211285173892975,0.9248039722442627,0.22113288938999176,9.999999747378752e-06
0.8912540078163147,0.29948514699935913,0.9272986650466919,0.21887394785881042,9.999999747378752e-06
0.8903633952140808,0.2999327778816223,0.9269422888755798,0.21762552857398987,9.999999747378752e-06
0.8926790356636047,0.2995559871196747,0.9265859127044678,0.21699142456054688,9.999999747378752e-06
0.895261824131012,0.29204994440078735,0.9283677935600281,0.21589384973049164,9.999999747378752e-06
0.8947274684906006,0.29508858919143677,0.9283677935600281,0.2156151682138443,9.999999747378752e-06
0.8939259052276611,0.29280686378479004,0.9305060505867004,0.2143080234527588,9.999999747378752e-06
0.8976665735244751,0.2835656702518463,0.9312188029289246,0.21314701437950134,9.999999747378752e-06
0.8984681367874146,0.28669273853302,0.9301496744155884,0.21231496334075928,9.999999747378752e-06
0.9010509252548218,0.27572888135910034,0.9315751791000366,0.21177956461906433,9.999999747378752e-06
0.901140034198761,0.27686595916748047,0.9305060505867004,0.2100394368171692,9.999999747378752e-06
0.9020306468009949,0.27663910388946533,0.9333571195602417,0.2104763686656952,9.999999747378752e-06
0.9035447239875793,0.26889488101005554,0.9326443076133728,0.209855854511261,9.999999747378752e-06
0.9054150581359863,0.2587847411632538,0.9333571195602417,0.20921622216701508,9.999999747378752e-06
0.9066619277000427,0.26332888007164,0.9333571195602417,0.20816078782081604,9.999999747378752e-06
0.9055931568145752,0.25216126441955566,0.9322879314422607,0.20744912326335907,9.999999747378752e-06
0.9091556668281555,0.2548006772994995,0.9340698719024658,0.2064928114414215,9.999999747378752e-06
0.9098681807518005,0.25249791145324707,0.9333571195602417,0.2060391753911972,9.999999747378752e-06
0.914410412311554,0.2444460242986679,0.9326443076133728,0.20554117858409882,9.999999747378752e-06
0.9112041592597961,0.249620258808136,0.9344262480735779,0.20520947873592377,9.999999747378752e-06
0.9112041592597961,0.24649614095687866,0.9347826242446899,0.20608791708946228,9.999999747378752e-06
0.9174385666847229,0.23616254329681396,0.9322879314422607,0.20618915557861328,9.999999747378752e-06
0.9129853844642639,0.23663130402565002,0.9322879314422607,0.20515362918376923,9.999999747378752e-06
0.9164588451385498,0.23509274423122406,0.9330006837844849,0.20488081872463226,9.999999747378752e-06
0.9097791314125061,0.24107368290424347,0.9337134957313538,0.2045331597328186,9.999999747378752e-06
0.9152119755744934,0.23583121597766876,0.9354953765869141,0.20464131236076355,9.999999747378752e-06
0.9137869477272034,0.23407386243343353,0.9330006837844849,0.20452600717544556,9.999999747378752e-06
0.9213573336601257,0.2258630245923996,0.9337134957313538,0.20384371280670166,9.999999747378752e-06
0.914677619934082,0.22912587225437164,0.9337134957313538,0.2054317146539688,9.999999747378752e-06
0.9171713590621948,0.22739268839359283,0.9344262480735779,0.20381444692611694,9.999999747378752e-06
0.9179729223251343,0.21740266680717468,0.9344262480735779,0.20369493961334229,9.999999747378752e-06
