accuracy,loss,val_accuracy,val_loss,learning_rate
0.8656038641929626,0.37608516216278076,0.9183891415596008,0.25338295102119446,9.999999747378752e-06
0.900427520275116,0.28089001774787903,0.9198147058486938,0.24273931980133057,9.999999747378752e-06
0.9136978983879089,0.23679381608963013,0.92088383436203,0.23700761795043945,9.999999747378752e-06
0.924652636051178,0.20711779594421387,0.9219529628753662,0.23249569535255432,9.999999747378752e-06
0.9292839169502258,0.19375763833522797,0.9226657152175903,0.23189328610897064,9.999999747378752e-06
0.9366761445999146,0.17483514547348022,0.9262295365333557,0.2294672429561615,9.999999747378752e-06
0.9461168646812439,0.15592743456363678,0.9226657152175903,0.23151709139347076,9.999999747378752e-06
0.9499465823173523,0.13416242599487305,0.9240912199020386,0.23349066078662872,9.999999747378752e-06
0.9530637860298157,0.1257009655237198,0.9248039722442627,0.23610353469848633,9.999999747378752e-06
0.9578731656074524,0.11124704033136368,0.9258731007575989,0.2392731010913849,9.999999747378752e-06
0.9621481895446777,0.1029464527964592,0.9258731007575989,0.24229086935520172,9.999999747378752e-06
