accuracy,loss,val_accuracy,val_loss,learning_rate
0.8281973600387573,0.46930691599845886,0.904846727848053,0.2622382342815399,0.0010000000474974513
0.8843961358070374,0.31396302580833435,0.9101924300193787,0.24768218398094177,0.0010000000474974513
0.8888493180274963,0.30038774013519287,0.9123307466506958,0.2399684190750122,0.0010000000474974513
0.8928571343421936,0.28894665837287903,0.9126871228218079,0.24815733730793,0.0010000000474974513
0.8990915417671204,0.2753484845161438,0.9105488061904907,0.2536014914512634,0.0010000000474974513
0.8969540596008301,0.27851131558418274,0.9158945083618164,0.24006134271621704,0.0010000000474974513
0.8990024924278259,0.26498866081237793,0.9183891415596008,0.23880964517593384,0.0010000000474974513
0.8989134430885315,0.2693314254283905,0.9187455177307129,0.23956100642681122,0.0010000000474974513
0.898557186126709,0.2705577611923218,0.9158945083618164,0.2410917580127716,0.0010000000474974513
0.9024759531021118,0.261635422706604,0.906272292137146,0.2557182312011719,0.0010000000474974513
0.9001603126525879,0.26314228773117065,0.9126871228218079,0.24454237520694733,0.0010000000474974513
0.9031884670257568,0.25720876455307007,0.9169636368751526,0.24749955534934998,0.0010000000474974513
0.9112041592597961,0.24055078625679016,0.9180327653884888,0.23899035155773163,0.00010000000474974513
